time_stamp,sensor_index,2.5_um_count,2.5_um_count_a,2.5_um_count_b,pm2.5_atm,pm2.5_atm_a,pm2.5_atm_b,pm2.5_cf_1,pm2.5_cf_1_a,pm2.5_cf_1_b
2024-07-06T03:00:00Z,175665,10.407,8.848,11.966,9.678,9.36,9.996,9.678,9.36,9.996
2024-07-06T07:10:00Z,175665,2.019,1.234,2.804,1.083,0.814,1.352,1.083,0.814,1.352
2024-07-06T02:30:00Z,175665,9.434,7.984,10.884,7.193,6.84,7.546,7.193,6.84,7.546
2024-07-06T04:20:00Z,175665,5.127000000000001,4.4,5.854,7.71,7.384,8.036,7.71,7.384,8.036
2024-07-06T06:20:00Z,175665,1.28,1.222,1.338,1.958,1.908,2.008,1.958,1.908,2.008
2024-07-06T00:20:00Z,175665,4.802,4.868,4.736,7.303,7.336,7.27,7.303,7.336,7.27
2024-07-06T05:50:00Z,175665,1.134,0.87,1.398,2.221,2.246,2.196,2.221,2.246,2.196
2024-07-06T04:00:00Z,175665,14.435,11.808,17.062,9.859,9.318,10.4,9.859,9.318,10.4
2024-07-06T05:40:00Z,175665,1.3450000000000002,1.112,1.578,2.419,2.45,2.388,2.419,2.45,2.388
2024-07-06T01:40:00Z,175665,10.397,8.336,12.458,8.274999999999999,8.302,8.248,8.301,8.348,8.254
2024-07-06T02:20:00Z,175665,9.527,8.916,10.138,7.114,7.082,7.146,7.114,7.082,7.146
2024-07-06T00:10:00Z,175665,5.9190000000000005,5.646,6.192,7.162,6.968,7.356,7.162,6.968,7.356
2024-07-06T07:30:00Z,175665,1.637,1.636,1.638,1.152,1.058,1.246,1.152,1.058,1.246
2024-07-06T01:30:00Z,175665,6.642,7.14,6.144,6.226,6.374,6.078,6.226,6.374,6.078
2024-07-06T02:00:00Z,175665,9.951,7.208,12.694,7.220000000000001,6.742,7.698,7.220000000000001,6.742,7.698
2024-07-06T02:40:00Z,175665,12.618,10.846,14.39,8.36,8.296,8.424,8.36,8.296,8.424
2024-07-06T08:30:00Z,175665,4.185,3.626,4.744,5.367,5.27,5.464,5.367,5.27,5.464
2024-07-06T06:00:00Z,175665,1.161,1.106,1.216,2.462,2.466,2.458,2.462,2.466,2.458
2024-07-06T06:30:00Z,175665,1.1760000000000002,0.78,1.572,1.627,1.636,1.618,1.627,1.636,1.618
2024-07-06T06:10:00Z,175665,1.347,1.316,1.378,2.545,2.592,2.498,2.545,2.592,2.498
2024-07-06T08:10:00Z,175665,1.926,1.536,2.316,1.9,1.792,2.008,1.9,1.792,2.008
2024-07-06T04:40:00Z,175665,1.79,1.22,2.36,3.511,3.416,3.606,3.511,3.416,3.606
2024-07-06T03:40:00Z,175665,11.912,8.922,14.902,9.151,8.746,9.556,9.151,8.746,9.556
2024-07-06T05:00:00Z,175665,1.028,0.976,1.08,2.5090000000000003,2.486,2.532,2.5090000000000003,2.486,2.532
2024-07-06T00:00:00Z,175665,4.536,4.252,4.82,6.694000000000001,6.48,6.908,6.694000000000001,6.48,6.908
2024-07-06T06:40:00Z,175665,1.4620000000000002,1.33,1.594,1.496,1.498,1.494,1.496,1.498,1.494
2024-07-06T02:10:00Z,175665,7.821,6.456,9.186,6.734999999999999,6.372,7.098,6.734999999999999,6.372,7.098
2024-07-06T05:30:00Z,175665,1.374,1.398,1.35,2.342,2.292,2.392,2.342,2.292,2.392
2024-07-06T01:00:00Z,175665,6.434,5.412,7.456,7.276,6.966,7.586,7.276,6.966,7.586
2024-07-06T00:30:00Z,175665,5.834,5.35,6.318,7.579000000000001,7.61,7.548,7.579000000000001,7.61,7.548
2024-07-06T03:10:00Z,175665,10.072,8.52,11.624,12.54,11.834,13.246,12.54,11.834,13.246
2024-07-06T11:20:00Z,175665,3.202,2.3,4.104,5.937,5.812,6.062,5.941000000000001,5.812,6.07
2024-07-06T19:10:00Z,175665,3.628,3.554,3.702,9.125,9.008,9.242,9.125,9.008,9.242
2024-07-06T11:50:00Z,175665,1.823,1.684,1.962,2.716,2.656,2.776,2.716,2.656,2.776
2024-07-06T13:30:00Z,175665,1.7029999999999998,1.288,2.118,3.2190000000000003,3.08,3.358,3.2190000000000003,3.08,3.358
2024-07-06T23:00:00Z,175665,3.678,2.628,4.728,10.873,10.458,11.288,10.873,10.458,11.288
2024-07-06T23:30:00Z,175665,3.418,2.93,3.906,10.274,9.94,10.608,10.274,9.94,10.608
2024-07-06T18:00:00Z,175665,9.973,7.206,12.74,15.657,14.61,16.704,15.657,14.61,16.704
2024-07-06T19:40:00Z,175665,3.34,2.75,3.93,8.55,8.544,8.556,8.55,8.544,8.556
2024-07-06T12:20:00Z,175665,5.1690000000000005,4.274,6.064,11.524,11.518,11.53,11.614,11.604,11.624
2024-07-06T12:00:00Z,175665,1.894,2.048,1.74,3.003,3.08,2.926,3.003,3.08,2.926
2024-07-06T13:00:00Z,175665,1.727,1.724,1.73,3.2510000000000003,3.124,3.378,3.2510000000000003,3.124,3.378
2024-07-06T21:30:00Z,175665,3.775,2.866,4.684,10.062,9.676,10.448,10.062,9.676,10.448
2024-07-06T13:20:00Z,175665,1.804,1.672,1.936,4.148,4.11,4.186,4.148,4.11,4.186
2024-07-06T14:20:00Z,175665,2.2985,2.025,2.572,4.6015,4.408,4.795,4.6015,4.408,4.795
2024-07-06T16:00:00Z,175665,4.198,3.66,4.736,10.183,10.064,10.302,10.183,10.064,10.302
2024-07-06T09:40:00Z,175665,4.2330000000000005,3.918,4.548,3.369,3.314,3.424,3.369,3.314,3.424
2024-07-06T16:50:00Z,175665,4.007,3.41,4.604,13.239999999999998,12.604,13.876,13.239999999999998,12.604,13.876
2024-07-06T16:10:00Z,175665,4.236000000000001,3.208,5.264,11.002,10.44,11.564,11.002,10.44,11.564
2024-07-06T19:30:00Z,175665,2.907,2.24,3.574,8.022,7.928,8.116,8.022,7.928,8.116
2024-07-06T14:10:00Z,175665,1.778,1.534,2.022,4.561,4.546,4.576,4.561,4.546,4.576
2024-07-06T23:10:00Z,175665,3.531,2.936,4.126,10.953,10.608,11.298,10.953,10.608,11.298
2024-07-06T10:50:00Z,175665,1.455,1.484,1.426,3.014,2.92,3.108,3.014,2.92,3.108
2024-07-06T09:20:00Z,175665,2.315,1.632,2.998,2.568,2.226,2.91,2.568,2.226,2.91
2024-07-06T09:00:00Z,175665,2.085,2.098,2.072,2.46,2.608,2.312,2.46,2.608,2.312
2024-07-06T18:20:00Z,175665,9.188,8.446,9.93,15.861,15.414,16.308,15.861,15.414,16.308
2024-07-06T10:20:00Z,175665,2.124,2.248,2.0,3.0780000000000003,3.232,2.924,3.0780000000000003,3.232,2.924
2024-07-06T21:50:00Z,175665,4.093,3.82,4.366,11.091,10.726,11.456,11.091,10.726,11.456
2024-07-06T20:50:00Z,175665,2.474,1.958,2.99,9.585,9.424,9.746,9.585,9.424,9.746
2024-07-06T22:50:00Z,175665,4.402,4.186,4.618,11.703,11.376,12.03,11.703,11.376,12.03
2024-07-06T19:50:00Z,175665,2.426,2.366,2.486,7.246,6.92,7.572,7.246,6.92,7.572
2024-07-06T17:00:00Z,175665,5.618,4.952,6.284,13.638,13.318,13.958,13.638,13.318,13.958
2024-07-06T15:20:00Z,175665,2.871,2.71,3.032,8.622,8.486,8.758,8.622,8.486,8.758
2024-07-06T22:00:00Z,175665,3.331,3.136,3.526,11.145,11.196,11.094,11.145,11.196,11.094
2024-07-06T13:10:00Z,175665,1.577,1.492,1.662,3.269,3.332,3.206,3.269,3.332,3.206
2024-07-06T14:30:00Z,175665,2.468,1.362,3.574,4.6690000000000005,4.43,4.908,4.6690000000000005,4.43,4.908
2024-07-06T21:10:00Z,175665,3.3310000000000004,2.676,3.986,9.863,9.324,10.402,9.863,9.324,10.402
2024-07-06T09:50:00Z,175665,5.129,4.146,6.112,3.885,3.606,4.164,3.885,3.606,4.164
2024-07-06T20:10:00Z,175665,3.27,3.296,3.244,9.05,9.018,9.082,9.05,9.018,9.082
2024-07-06T18:40:00Z,175665,5.002,4.826,5.178,12.984,12.67,13.298,12.984,12.67,13.298
2024-07-06T18:50:00Z,175665,6.4030000000000005,5.402,7.404,14.94,15.06,14.82,15.293,15.406,15.18
2024-07-06T21:00:00Z,175665,3.4880000000000004,2.672,4.304,9.366,8.884,9.848,9.366,8.884,9.848
2024-07-06T20:20:00Z,175665,3.114,3.286,2.942,10.313,10.03,10.596,10.313,10.03,10.596
2024-07-06T16:30:00Z,175665,4.817,3.887,5.747,11.7615,11.543,11.98,11.7615,11.543,11.98
2024-07-06T15:40:00Z,175665,3.732,3.344,4.12,10.21,10.254,10.166,10.21,10.254,10.166
2024-07-06T15:30:00Z,175665,3.842,3.292,4.392,9.751,9.328,10.174,9.751,9.328,10.174
2024-07-06T13:40:00Z,175665,1.928,1.812,2.044,3.505,3.402,3.608,3.505,3.402,3.608
2024-07-06T14:00:00Z,175665,1.4340000000000002,1.258,1.61,3.696,3.744,3.648,3.696,3.744,3.648
2024-07-06T22:30:00Z,175665,3.686,4.038,3.334,11.477,11.18,11.774,11.477,11.18,11.774
2024-07-06T12:40:00Z,175665,1.912,1.68,2.144,3.183,3.192,3.174,3.183,3.192,3.174
2024-07-06T11:40:00Z,175665,10.321,8.802,11.84,14.731,14.478,14.984,16.42,16.088,16.752
2024-07-06T08:50:00Z,175665,2.854,2.478,3.23,2.9930000000000003,2.894,3.092,2.9930000000000003,2.894,3.092
